,portfolio,month,year,Source,Generation
2715,1,8,2019,pv_syst,41.54
2716,1,9,2019,pv_syst,32.94
2717,1,10,2019,pv_syst,24.85
2718,1,11,2019,pv_syst,13.64
2719,1,12,2019,pv_syst,9.69
2720,1,1,2019,pv_syst,10.86
2721,1,2,2019,pv_syst,21.2
2722,1,3,2019,pv_syst,28.86
2723,1,4,2019,pv_syst,39.59
2724,1,5,2019,pv_syst,45.72
2725,1,6,2019,pv_syst,43.46
2726,1,7,2019,pv_syst,43.0
2727,1,8,2019,pv_syst,37.29
2728,1,9,2019,pv_syst,29.04
2729,1,10,2019,pv_syst,20.05
2730,1,11,2019,pv_syst,13.92
2731,1,12,2019,pv_syst,10.33
2732,1,1,2019,pv_syst,8.37
2733,1,2,2019,pv_syst,13.94
2734,1,3,2019,pv_syst,30.34
2735,1,4,2019,pv_syst,38.1
2736,1,5,2019,pv_syst,44.88
2737,1,6,2019,pv_syst,43.61
2738,1,7,2019,pv_syst,44.75
2739,1,8,2019,pv_syst,37.73
2740,1,9,2019,pv_syst,28.61
2741,1,10,2019,pv_syst,23.35
2742,1,11,2019,pv_syst,13.46
2743,1,12,2019,pv_syst,8.98
2744,1,1,2019,pv_syst,14.7
2745,1,2,2019,pv_syst,19.76
2746,1,3,2019,pv_syst,31.78
2747,1,4,2019,pv_syst,37.83
2748,1,5,2019,pv_syst,43.31
2749,1,6,2019,pv_syst,43.01
2750,1,7,2019,pv_syst,45.01
2751,1,8,2019,pv_syst,39.86
2752,1,9,2019,pv_syst,32.45
2753,1,10,2019,pv_syst,25.73
2754,1,11,2019,pv_syst,14.92
2755,1,12,2019,pv_syst,12.03
2756,1,1,2019,pv_syst,12.35
2757,1,2,2019,pv_syst,17.22
2758,1,3,2019,pv_syst,29.46
2759,1,4,2019,pv_syst,37.97
2760,1,5,2019,pv_syst,42.57
2761,1,6,2019,pv_syst,42.51
2762,1,7,2019,pv_syst,45.4
2763,1,8,2019,pv_syst,39.3
2764,1,9,2019,pv_syst,33.9
2765,1,10,2019,pv_syst,25.71
2766,1,11,2019,pv_syst,16.08
2767,1,12,2019,pv_syst,12.82
2768,1,1,2019,pv_syst,3.34
2769,1,2,2019,pv_syst,11.05
2770,1,3,2019,pv_syst,26.06
2771,1,4,2019,pv_syst,38.03
2772,1,5,2019,pv_syst,41.87
